Time sec,Extension mm,Strain 1 %,Load N,Tensile stress MPa,Cycle Count ,Total Cycle Count ,Repetitions Count ,Marked Data ,PIP Count ,Tensile extension mm,Tensile strain %,Displacement (Strain 1) mm,True strain %,Corrected Position mm,Tenacity gf/tex,True stress Pa
1.5,0.2895007,-0.003304867,687.429,34.71864,0,0,0,0,0,-0.000826217,-0.003304867,-0.000826217,-0.003304921,0.2895007,700.9825,34717490
1.55,0.2903378,-0.003582799,699.3132,35.31885,0,0,0,0,0,-0.0008957,-0.003582799,-0.0008957,-0.003582864,0.2903378,713.101,35317580
1.6,0.2912944,-0.002217827,712.896,36.00485,0,0,0,0,0,-0.000554457,-0.002217827,-0.000554457,-0.002217852,0.2912944,726.9517,36004050
1.65,0.2921913,-0.002354802,725.9698,36.66514,0,0,0,0,0,-0.000588701,-0.002354802,-0.000588701,-0.00235483,0.2921913,740.2831,36664280
1.7,0.2930283,-0.001225558,738.4074,37.2933,0,0,0,0,0,-0.00030639,-0.001225558,-0.00030639,-0.001225565,0.2930283,752.966,37292850
1.75,0.2938653,-0.002279944,750.2082,37.8893,0,0,0,0,0,-0.000569986,-0.002279944,-0.000569986,-0.00227997,0.2938653,764.9995,37888440
1.8,0.2947024,-0.00181646,762.1037,38.49009,0,0,0,0,0,-0.000454115,-0.00181646,-0.000454115,-0.001816476,0.2947024,777.1295,38489390
1.85,0.2955394,-0.001569587,774.964,39.1396,0,0,0,0,0,-0.000392397,-0.001569587,-0.000392397,-0.001569599,0.2955394,790.2433,39138980
1.9,0.2963167,-0.001278118,786.422,39.71828,0,0,0,0,0,-0.000319529,-0.001278118,-0.000319529,-0.001278126,0.2963167,801.9272,39717780
1.95,0.2971538,-0.001708951,797.6588,40.2858,0,0,0,0,0,-0.000427238,-0.001708951,-0.000427238,-0.001708966,0.2971538,813.3856,40285110
2,0.2979908,-0.001041597,809.4266,40.88013,0,0,0,0,0,-0.000260399,-0.001041597,-0.000260399,-0.001041603,0.2979908,825.3854,40879710
2.05,0.2987681,-0.0008656,822.3065,41.53063,0,0,0,0,0,-0.0002164,-0.0008656,-0.0002164,-0.000865603,0.2987681,838.5193,41530270
2.1,0.2995454,-0.000210192,832.2832,42.03451,0,0,0,0,0,-5.25479E-05,-0.000210192,-5.25479E-05,-0.000210192,0.2995454,848.6927,42034420
2.15,0.3003824,-0.000551832,843.0222,42.57688,0,0,0,0,0,-0.000137958,-0.000551832,-0.000137958,-0.000551833,0.3003824,859.6434,42576640
2.2,0.3012793,0.000351244,854.6192,43.16259,0,0,0,0,0,8.7811E-05,0.000351244,8.7811E-05,0.000351244,0.3012793,871.4691,43162740
2.25,0.3021761,0.000227809,868.3201,43.85455,0,0,0,0,0,5.69523E-05,0.000227809,5.69523E-05,0.000227809,0.3021761,885.4401,43854650
2.3,0.3030131,0.000333724,881.0824,44.49911,0,0,0,0,0,8.34311E-05,0.000333724,8.34311E-05,0.000333724,0.3030131,898.454,44499260
2.35,0.3038502,-8.91432E-05,891.9349,45.04722,0,0,0,0,0,-2.22858E-05,-8.91432E-05,-2.22858E-05,-8.91432E-05,0.3038502,909.5204,45047180
2.4,0.3048068,0.000697666,904.4274,45.67815,0,0,0,0,0,0.000174416,0.000697666,0.000174416,0.000697663,0.3048068,922.2593,45678470
2.45,0.3056439,0.001795853,916.1733,46.27138,0,0,0,0,0,0.000448963,0.001795853,0.000448963,0.001795837,0.3056439,934.2368,46272210
2.5,0.3064211,0.001103013,927.7074,46.85391,0,0,0,0,0,0.000275753,0.001103013,0.000275753,0.001103007,0.3064211,945.9982,46854420
2.55,0.3071984,0.001237599,937.5349,47.35025,0,0,0,0,0,0.0003094,0.001237599,0.0003094,0.001237591,0.3071984,956.0195,47350830
2.6,0.3080355,0.001629412,947.823,47.86985,0,0,0,0,0,0.000407353,0.001629412,0.000407353,0.001629399,0.3080355,966.5105,47870630
2.65,0.3088725,0.002347732,958.8455,48.42654,0,0,0,0,0,0.000586933,0.002347732,0.000586933,0.002347704,0.3088725,977.7503,48427680
2.7,0.30959,0.002212351,969.1924,48.94911,0,0,0,0,0,0.000553088,0.002212351,0.000553088,0.002212327,0.30959,988.3012,48950190
2.75,0.3103672,0.0025078,979.5929,49.47439,0,0,0,0,0,0.00062695,0.0025078,0.00062695,0.002507769,0.3103672,998.9068,49475630
2.8,0.3112641,0.002313487,990.3993,50.02016,0,0,0,0,0,0.000578372,0.002313487,0.000578372,0.002313461,0.3112641,1009.926,50021320
2.85,0.3121609,0.001772756,1003.354,50.67446,0,0,0,0,0,0.000443189,0.001772756,0.000443189,0.00177274,0.3121609,1023.137,50675350
2.9,0.312998,0.00245365,1016.096,51.31797,0,0,0,0,0,0.000613413,0.00245365,0.000613413,0.00245362,0.312998,1036.129,51319230
2.95,0.3137753,0.003608377,1027.536,51.89575,0,0,0,0,0,0.000902094,0.003608377,0.000902094,0.003608312,0.3137753,1047.795,51897620
3,0.3146123,0.00352715,1038.636,52.45636,0,0,0,0,0,0.000881787,0.00352715,0.000881787,0.003527087,0.3146123,1059.114,52458210
3.05,0.3155091,0.003453087,1051.153,53.08852,0,0,0,0,0,0.000863272,0.003453087,0.000863272,0.003453027,0.3155091,1071.877,53090350
3.1,0.3163462,0.003631474,1063.05,53.68938,0,0,0,0,0,0.000907868,0.003631474,0.000907868,0.003631408,0.3163462,1084.009,53691330
3.15,0.3171234,0.003334427,1073.626,54.22352,0,0,0,0,0,0.000833607,0.003334427,0.000833607,0.003334372,0.3171234,1094.794,54225330
3.2,0.3179605,0.004810093,1084.317,54.7635,0,0,0,0,0,0.001202523,0.004810093,0.001202523,0.004809977,0.3179605,1105.696,54766140
3.25,0.3187976,0.004911232,1095.533,55.32997,0,0,0,0,0,0.001227808,0.004911232,0.001227808,0.004911112,0.3187976,1117.133,55332690
3.3,0.3195748,0.005061744,1107.112,55.91475,0,0,0,0,0,0.001265436,0.005061744,0.001265436,0.005061616,0.3195748,1128.94,55917580
3.35,0.3203521,0.004294049,1115.784,56.35271,0,0,0,0,0,0.001073512,0.004294049,0.001073512,0.004293957,0.3203521,1137.783,56355140
3.4,0.3211891,0.004691433,1126.254,56.88152,0,0,0,0,0,0.001172858,0.004691434,0.001172858,0.004691324,0.3211891,1148.459,56884180
3.45,0.322086,0.006125687,1138.69,57.5096,0,0,0,0,0,0.001531422,0.006125687,0.001531422,0.006125499,0.322086,1161.141,57513120
3.5,0.3229829,0.00578803,1151.48,58.15556,0,0,0,0,0,0.001447008,0.00578803,0.001447008,0.005787862,0.3229829,1174.183,58158930
3.55,0.3238199,0.006343892,1163.134,58.74414,0,0,0,0,0,0.001585973,0.006343892,0.001585973,0.006343691,0.3238199,1186.067,58747870
3.6,0.3246569,0.005972786,1173.761,59.28088,0,0,0,0,0,0.001493196,0.005972786,0.001493196,0.005972607,0.3246569,1196.904,59284420
3.65,0.3255538,0.005679723,1186.295,59.91389,0,0,0,0,0,0.001419931,0.005679723,0.001419931,0.005679561,0.3255538,1209.684,59917290
3.7,0.3264506,0.00647131,1198.569,60.5338,0,0,0,0,0,0.001617827,0.00647131,0.001617827,0.006471101,0.3264506,1222.201,60537720
3.75,0.3272279,0.006915683,1210.795,61.15124,0,0,0,0,0,0.001728921,0.006915683,0.001728921,0.006915444,0.3272279,1234.667,61155470
3.8,0.328065,0.007477119,1221.604,61.69719,0,0,0,0,0,0.00186928,0.007477119,0.00186928,0.00747684,0.328065,1245.69,61701810
3.85,0.328902,0.007090087,1232.318,62.23826,0,0,0,0,0,0.001772522,0.007090087,0.001772522,0.007089836,0.328902,1256.614,62242670
3.9,0.3296792,0.00723582,1242.829,62.76916,0,0,0,0,0,0.001808955,0.00723582,0.001808955,0.007235559,0.3296792,1267.333,62773700
3.95,0.3304565,0.007574276,1252.664,63.26587,0,0,0,0,0,0.001893569,0.007574276,0.001893569,0.007573989,0.3304565,1277.362,63270660
4,0.3312338,0.008386567,1262.218,63.74839,0,0,0,0,0,0.002096642,0.008386567,0.002096642,0.008386216,0.3312338,1287.104,63753730
4.05,0.3321306,0.008361084,1274.483,64.36781,0,0,0,0,0,0.002090271,0.008361084,0.002090271,0.008360735,0.3321306,1299.61,64373190
4.1,0.3330275,0.007667452,1286.756,64.9877,0,0,0,0,0,0.001916863,0.007667452,0.001916863,0.007667158,0.3330275,1312.126,64992680
4.15,0.3338645,0.007907953,1297.736,65.54224,0,0,0,0,0,0.001976988,0.007907952,0.001976988,0.00790764,0.3338645,1323.323,65547420
4.2,0.3346418,0.007750273,1307.795,66.05025,0,0,0,0,0,0.001937568,0.007750273,0.001937568,0.007749973,0.3346418,1333.58,66055360
4.25,0.3354788,0.00850682,1317.908,66.56103,0,0,0,0,0,0.002126705,0.008506821,0.002126705,0.008506459,0.3354788,1343.892,66566690
4.3,0.3363757,0.00958032,1331.941,67.26976,0,0,0,0,0,0.00239508,0.00958032,0.00239508,0.00957986,0.3363757,1358.202,67276200
4.35,0.3372127,0.009292831,1343.24,67.84042,0,0,0,0,0,0.002323208,0.009292831,0.002323208,0.009292399,0.3372127,1369.724,67846720
4.4,0.3380498,0.008893853,1354.956,68.43212,0,0,0,0,0,0.002223463,0.008893853,0.002223463,0.008893458,0.3380498,1381.671,68438210
4.45,0.3388868,0.009813656,1365.465,68.96286,0,0,0,0,0,0.002453414,0.009813656,0.002453414,0.009813174,0.3388868,1392.386,68969630
4.5,0.3396641,0.01009955,1375.944,69.49212,0,0,0,0,0,0.002524887,0.01009955,0.002524887,0.01009904,0.3396641,1403.072,69499140
4.55,0.3404414,0.01048499,1387.63,70.08234,0,0,0,0,0,0.002621248,0.01048499,0.002621247,0.01048444,0.3404414,1414.989,70089690
4.6,0.3412186,0.01105678,1396.202,70.51526,0,0,0,0,0,0.002764195,0.01105678,0.002764195,0.01105617,0.3412186,1423.73,70523050
4.65,0.3420557,0.01045791,1406.384,71.02948,0,0,0,0,0,0.002614478,0.01045791,0.002614478,0.01045737,0.3420557,1434.112,71036910
4.7,0.3429525,0.01011946,1419.113,71.67236,0,0,0,0,0,0.002529864,0.01011946,0.002529864,0.01011895,0.3429525,1447.092,71679610
4.75,0.3437896,0.01082106,1431.434,72.29463,0,0,0,0,0,0.002705264,0.01082106,0.002705264,0.01082047,0.3437896,1459.656,72302450
4.8,0.3446266,0.01107987,1444.006,72.9296,0,0,0,0,0,0.002769969,0.01107987,0.002769969,0.01107926,0.3446266,1472.476,72937680
4.85,0.3455235,0.01112607,1454.833,73.47643,0,0,0,0,0,0.002781516,0.01112607,0.002781516,0.01112545,0.3455235,1483.517,73484600
4.9,0.3464801,0.01191128,1466.607,74.07104,0,0,0,0,0,0.00297782,0.01191128,0.00297782,0.01191057,0.3464801,1495.523,74079870
4.95,0.3473171,0.01170024,1479.4,74.71719,0,0,0,0,0,0.002925061,0.01170024,0.002925061,0.01169956,0.3473171,1508.568,74725930
5,0.3480944,0.0117321,1489.509,75.22771,0,0,0,0,0,0.002933024,0.0117321,0.002933024,0.01173141,0.3480944,1518.876,75236530
5.05,0.3488717,0.01268614,1499.378,75.72617,0,0,0,0,0,0.003171536,0.01268614,0.003171536,0.01268534,0.3488717,1528.94,75735770
5.1,0.3496489,0.01257226,1509.513,76.23802,0,0,0,0,0,0.003143065,0.01257226,0.003143065,0.01257147,0.3496489,1539.275,76247610
5.15,0.350486,0.01287807,1519.749,76.755,0,0,0,0,0,0.003219517,0.01287807,0.003219517,0.01287724,0.350486,1549.713,76764890
5.2,0.3512633,0.01244325,1528.684,77.20626,0,0,0,0,0,0.003110813,0.01244325,0.003110813,0.01244248,0.3512633,1558.824,77215870
5.25,0.3520406,0.01318228,1537.863,77.66985,0,0,0,0,0,0.003295569,0.01318228,0.003295569,0.01318141,0.3520406,1568.184,77680090
5.3,0.3529374,0.01348171,1549.487,78.25693,0,0,0,0,0,0.003370428,0.01348171,0.003370428,0.0134808,0.3529374,1580.037,78267480
5.35,0.3538342,0.01378831,1561.85,78.88132,0,0,0,0,0,0.003447078,0.01378831,0.003447078,0.01378736,0.3538342,1592.644,78892190
5.4,0.3546712,0.01426215,1574.172,79.50366,0,0,0,0,0,0.003565537,0.01426215,0.003565537,0.01426113,0.3546712,1605.209,79515000
5.45,0.3555083,0.01403598,1584.231,80.01165,0,0,0,0,0,0.003508996,0.01403598,0.003508995,0.014035,0.3555083,1615.466,80022880
5.5,0.3564051,0.01323484,1594.996,80.55534,0,0,0,0,0,0.003308709,0.01323484,0.003308709,0.01323396,0.3564051,1626.443,80566000
5.55,0.3572422,0.01448115,1607.391,81.18135,0,0,0,0,0,0.003620287,0.01448115,0.003620287,0.0144801,0.3572422,1639.082,81193100
5.6,0.3580793,0.01443815,1618.379,81.73631,0,0,0,0,0,0.003609537,0.01443815,0.003609537,0.0144371,0.3580793,1650.287,81748100
5.65,0.3588565,0.01510231,1629.141,82.27984,0,0,0,0,0,0.003775578,0.01510231,0.003775578,0.01510117,0.3588565,1661.261,82292260
5.7,0.3596936,0.01520903,1640.108,82.83372,0,0,0,0,0,0.003802257,0.01520903,0.003802257,0.01520787,0.3596936,1672.444,82846320
5.75,0.3605306,0.015303,1651.721,83.42027,0,0,0,0,0,0.00382575,0.015303,0.00382575,0.01530183,0.3605306,1684.287,83433040
5.8,0.3612481,0.01544953,1662.209,83.94995,0,0,0,0,0,0.003862383,0.01544953,0.003862383,0.01544834,0.3612481,1694.982,83962920
5.85,0.3620253,0.01533883,1671.098,84.39891,0,0,0,0,0,0.003834709,0.01533883,0.003834708,0.01533766,0.3620253,1704.046,84411850
5.9,0.3629222,0.01586523,1682.003,84.94964,0,0,0,0,0,0.003966308,0.01586523,0.003966308,0.01586397,0.3629222,1715.166,84963120
5.95,0.3638191,0.01604282,1693.481,85.52935,0,0,0,0,0,0.004010705,0.01604282,0.004010705,0.01604153,0.3638191,1726.87,85543080
6,0.3646561,0.01666956,1705.335,86.12805,0,0,0,0,0,0.004167391,0.01666956,0.004167391,0.01666817,0.3646561,1738.958,86142410
6.05,0.3654932,0.01700881,1715.659,86.64942,0,0,0,0,0,0.004252203,0.01700881,0.004252203,0.01700737,0.3654932,1749.485,86664160
6.1,0.3663302,0.01682724,1726.384,87.19113,0,0,0,0,0,0.00420681,0.01682724,0.00420681,0.01682582,0.3663302,1760.422,87205810
6.15,0.367227,0.01770802,1737.439,87.74946,0,0,0,0,0,0.004427006,0.01770802,0.004427006,0.01770645,0.367227,1771.695,87765000
6.2,0.3680641,0.01682246,1749.384,88.35275,0,0,0,0,0,0.004205616,0.01682246,0.004205616,0.01682105,0.3680641,1783.876,88367610
6.25,0.3689012,0.01750654,1759.485,88.86288,0,0,0,0,0,0.004376635,0.01750654,0.004376635,0.01750501,0.3689012,1794.175,88878430
6.3,0.3696784,0.01718879,1769.526,89.36998,0,0,0,0,0,0.004297197,0.01718879,0.004297197,0.01718731,0.3696784,1804.414,89385340
6.35,0.3705155,0.01770723,1779.446,89.87101,0,0,0,0,0,0.004426807,0.01770723,0.004426807,0.01770566,0.3705155,1814.53,89886920
6.4,0.3712927,0.01869153,1790.529,90.43075,0,0,0,0,0,0.004672883,0.01869153,0.004672883,0.01868979,0.3712927,1825.831,90447650
6.45,0.37207,0.01960496,1799.343,90.87592,0,0,0,0,0,0.004901241,0.01960496,0.004901241,0.01960304,0.37207,1834.82,90893740
6.5,0.3729071,0.01899654,1808.912,91.35919,0,0,0,0,0,0.004749135,0.01899654,0.004749135,0.01899473,0.3729071,1844.577,91376540
6.55,0.3738039,0.01926412,1820.773,91.95824,0,0,0,0,0,0.00481603,0.01926412,0.00481603,0.01926226,0.3738039,1856.672,91975960
6.6,0.3747008,0.01942897,1832.225,92.5366,0,0,0,0,0,0.004857242,0.01942897,0.004857242,0.01942708,0.3747008,1868.349,92554580
6.65,0.375478,0.01939154,1842.753,93.06834,0,0,0,0,0,0.004847884,0.01939154,0.004847884,0.01938966,0.375478,1879.085,93086390
6.7,0.3763748,0.0207804,1852.961,93.58389,0,0,0,0,0,0.0051951,0.0207804,0.005195099,0.02077824,0.3763748,1889.495,93603340
6.75,0.3772119,0.02016003,1863.759,94.12923,0,0,0,0,0,0.005040008,0.02016003,0.005040008,0.020158,0.3772119,1900.505,94148210
6.8,0.3780489,0.02092932,1873.676,94.6301,0,0,0,0,0,0.005232329,0.02092932,0.005232329,0.02092713,0.3780489,1910.618,94649910
6.85,0.378886,0.02029302,1883.806,95.14174,0,0,0,0,0,0.005073255,0.02029302,0.005073255,0.02029096,0.378886,1920.948,95161050
6.9,0.3797231,0.02066015,1893.717,95.64227,0,0,0,0,0,0.005165037,0.02066015,0.005165037,0.02065801,0.3797231,1931.054,95662030
6.95,0.3805601,0.02122636,1902.944,96.10827,0,0,0,0,0,0.00530659,0.02122636,0.00530659,0.02122411,0.3805601,1940.463,96128670
7,0.3813374,0.02125981,1914.334,96.68353,0,0,0,0,0,0.005314952,0.02125981,0.005314952,0.02125755,0.3813374,1952.077,96704090
7.05,0.3821146,0.02141351,1923.952,97.16929,0,0,0,0,0,0.005353377,0.02141351,0.005353377,0.02141121,0.3821146,1961.885,97190090
7.1,0.3828919,0.02211829,1932.933,97.62288,0,0,0,0,0,0.005529573,0.02211829,0.005529573,0.02211584,0.3828919,1971.043,97644470
7.15,0.3837289,0.02171055,1942.452,98.10364,0,0,0,0,0,0.005427638,0.02171055,0.005427638,0.02170819,0.3837289,1980.75,98124940
7.2,0.3846258,0.02251329,1954.133,98.69361,0,0,0,0,0,0.005628322,0.02251329,0.005628322,0.02251075,0.3846258,1992.661,98715830
7.25,0.3854628,0.02233809,1964.949,99.23987,0,0,0,0,0,0.005584521,0.02233809,0.005584522,0.02233559,0.3854628,2003.691,99262040
7.3,0.3863597,0.02290669,1976.099,99.80299,0,0,0,0,0,0.005726673,0.02290669,0.005726673,0.02290407,0.3863597,2015.06,99825840
7.35,0.3871967,0.02378827,1987.494,100.3785,0,0,0,0,0,0.005947067,0.02378827,0.005947067,0.02378544,0.3871967,2026.68,100402400
7.4,0.3880936,0.02309543,1997.215,100.8694,0,0,0,0,0,0.005773858,0.02309543,0.005773858,0.02309277,0.3880936,2036.592,100892700
7.45,0.3888708,0.02334549,2007.837,101.4059,0,0,0,0,0,0.005836372,0.02334549,0.005836372,0.02334277,0.3888708,2047.424,101429600
7.5,0.3897079,0.02371182,2017.014,101.8694,0,0,0,0,0,0.005927955,0.02371182,0.005927954,0.02370901,0.3897079,2056.781,101893500
7.55,0.3904852,0.02372376,2028.234,102.436,0,0,0,0,0,0.005930941,0.02372376,0.005930941,0.02372095,0.3904852,2068.223,102460300
7.6,0.391382,0.02450181,2038.284,102.9436,0,0,0,0,0,0.006125452,0.02450181,0.006125452,0.02449881,0.391382,2078.471,102968900
7.65,0.3921593,0.0248323,2048.39,103.454,0,0,0,0,0,0.006208076,0.0248323,0.006208076,0.02482922,0.3921593,2088.776,103479700
7.7,0.3929365,0.02476063,2056.845,103.8811,0,0,0,0,0,0.006190157,0.02476063,0.006190157,0.02475756,0.3929365,2097.398,103906800
7.75,0.3937736,0.02642981,2065.978,104.3423,0,0,0,0,0,0.006607453,0.02642981,0.006607453,0.02642632,0.3937736,2106.711,104369900
7.8,0.3946704,0.02877511,2076.12,104.8546,0,0,0,0,0,0.007193777,0.02877511,0.007193777,0.02877097,0.3946704,2117.054,104884700
7.85,0.3955673,0.02876874,2087.906,105.4498,0,0,0,0,0,0.007192183,0.02876874,0.007192184,0.0287646,0.3955673,2129.072,105480200
7.9,0.3963445,0.02935725,2097.997,105.9594,0,0,0,0,0,0.007339312,0.02935725,0.007339312,0.02935294,0.3963445,2139.361,105990500
7.95,0.3971816,0.03022369,2107.099,106.4191,0,0,0,0,0,0.007555923,0.03022369,0.007555923,0.03021913,0.3971816,2148.643,106451300
8,0.3980784,0.02988604,2115.683,106.8527,0,0,0,0,0,0.007471509,0.02988604,0.007471509,0.02988157,0.3980784,2157.396,106884600
8.05,0.3989155,0.03004929,2125.41,107.3439,0,0,0,0,0,0.007512322,0.03004929,0.007512322,0.03004477,0.3989155,2167.315,107376200
8.1,0.3997525,0.03112518,2135.455,107.8512,0,0,0,0,0,0.007781295,0.03112518,0.007781295,0.03112034,0.3997525,2177.558,107884800
8.15,0.4005896,0.030989,2143.35,108.25,0,0,0,0,0,0.007747251,0.030989,0.007747251,0.0309842,0.4005896,2185.609,108283600
8.200001,0.4014267,0.03113553,2152.763,108.7254,0,0,0,0,0,0.007783883,0.03113553,0.007783883,0.03113069,0.4014267,2195.207,108759200
8.25,0.4022039,0.03183155,2162.506,109.2175,0,0,0,0,0,0.007957889,0.03183156,0.007957889,0.03182649,0.4022039,2205.142,109252200
8.3,0.4029812,0.03254351,2170.66,109.6293,0,0,0,0,0,0.008135877,0.03254351,0.008135877,0.03253821,0.4029812,2213.457,109665000
8.35,0.4037585,0.03265579,2178.929,110.0469,0,0,0,0,0,0.008163949,0.03265579,0.008163949,0.03265046,0.4037585,2221.889,110082900
8.400001,0.4045955,0.03267491,2187.851,110.4975,0,0,0,0,0,0.008168726,0.0326749,0.008168726,0.03266957,0.4045955,2230.987,110533600
8.450001,0.4054923,0.03306353,2197.406,110.9801,0,0,0,0,0,0.008265883,0.03306353,0.008265883,0.03305807,0.4054923,2240.731,111016800
8.5,0.4063892,0.03358117,2209.659,111.599,0,0,0,0,0,0.008395293,0.03358117,0.008395293,0.03357553,0.4063892,2253.225,111636400
8.55,0.4071664,0.03415853,2219.472,112.0946,0,0,0,0,0,0.008539634,0.03415854,0.008539634,0.0341527,0.4071664,2263.232,112132800
8.6,0.4080035,0.03427799,2228.716,112.5614,0,0,0,0,0,0.008569498,0.03427799,0.008569498,0.03427212,0.4080035,2272.658,112600000
8.650001,0.4089003,0.03446593,2239.073,113.0845,0,0,0,0,0,0.008616483,0.03446593,0.008616483,0.03445999,0.4089003,2283.219,113123400
8.700001,0.4097374,0.03456548,2248.997,113.5857,0,0,0,0,0,0.008641369,0.03456547,0.008641369,0.0345595,0.4097374,2293.339,113625000
8.75,0.4105744,0.03538414,2259.254,114.1037,0,0,0,0,0,0.008846035,0.03538414,0.008846035,0.03537788,0.4105744,2303.798,114144100
8.8,0.4114115,0.03562464,2268.082,114.5496,0,0,0,0,0,0.00890616,0.03562464,0.00890616,0.0356183,0.4114115,2312.8,114590400
8.85,0.4121887,0.03595752,2277.266,115.0134,0,0,0,0,0,0.008989381,0.03595752,0.008989381,0.03595106,0.4121887,2322.165,115054800
8.900001,0.4130258,0.03710747,2285.539,115.4313,0,0,0,0,0,0.009276869,0.03710748,0.009276869,0.03710059,0.4130258,2330.601,115474100
8.950001,0.4137433,0.0366854,2293.951,115.8561,0,0,0,0,0,0.00917135,0.0366854,0.00917135,0.03667867,0.4137433,2339.179,115898600
