time,Ch1,Ch2,Ch3
5704,5036.7,-9729,6841.1
5705,5002.5,-9729,6811.8
5706,5017.1,-9729,6826.4
5707,5036.7,-9729,6850.9
5708,5007.4,-9729,6816.7
5709,5017.1,-9729,6821.6
5710,5041.6,-9729,6846
5711,5012.3,-9729,6821.6
5712,5017.1,-9729,6821.6
5713,5041.6,-9729,6850.9
5714,5022,-9729,6821.6
5715,5017.1,-9729,6816.7
5716,5046.5,-9729,6850.9
5717,5022,-9729,6826.4
5718,5017.1,-9729,6816.7
5719,5046.5,-9729,6850.9
5720,5031.8,-9729,6826.4
5721,5017.1,-9729,6816.7
5722,5046.5,-9729,6850.9
5723,5036.7,-9729,6831.3
5724,5022,-9729,6821.6
5725,5046.5,-9729,6846
5726,5031.8,-9729,6826.4
5727,5012.3,-9729,6816.7
5728,5041.6,-9729,6841.1
5729,5036.7,-9729,6836.2
5730,5022,-9729,6816.7
5731,5046.5,-9729,6841.1
5732,5041.6,-9729,6836.2
5733,5026.9,-9729,6816.7
5734,5051.4,-9729,6841.1
5735,5051.4,-9729,6841.1
5736,5031.8,-9729,6816.7
5737,5056.3,-9729,6841.1
5738,5046.5,-9729,6841.1
5739,5026.9,-9729,6816.7
5740,5051.4,-9729,6836.2
5741,5056.3,-9729,6841.1
5742,5031.8,-9729,6821.6
5743,5056.3,-9729,6841.1
5744,5056.3,-9729,6846
5745,5036.7,-9729,6821.6
5746,5051.4,-9729,6841.1
5747,5061.2,-9729,6846
5748,5036.7,-9729,6821.6
5749,5051.4,-9729,6836.2
5750,5061.2,-9729,6846
5751,5041.6,-9729,6826.4
5752,5051.4,-9729,6836.2
5753,5066,-9729,6846
5754,5046.5,-9729,6826.4
5755,5056.3,-9729,6831.3
5756,5070.9,-9729,6850.9
5757,5051.4,-9729,6826.4
5758,5056.3,-9729,6831.3
5759,5070.9,-9729,6850.9
5760,5051.4,-9729,6831.3
5761,5056.3,-9729,6831.3
5762,5070.9,-9729,6850.9
5763,5056.3,-9729,6831.3
5764,5056.3,-9729,6831.3
5765,5075.8,-9729,6850.9
5766,5066,-9729,6836.2
5767,5056.3,-9729,6831.3
5768,5075.8,-9729,6846
5769,5061.2,-9729,6836.2
5770,5061.2,-9729,6831.3
5771,5080.7,-9729,6846
5772,5070.9,-9729,6836.2
5773,5066,-9729,6831.3
5774,5080.7,-9729,6850.9
5775,5075.8,-9729,6841.1
5776,5066,-9729,6831.3
5777,5075.8,-9729,6846
5778,5075.8,-9729,6841.1
5779,5061.2,-9729,6826.4
5780,5080.7,-9729,6846
5781,5080.7,-9729,6841.1
5782,5066,-9729,6831.3
5783,5085.6,-9729,6841.1
5784,5085.6,-9729,6846
5785,5075.8,-9729,6831.3
5786,5085.6,-9729,6846
5787,5095.4,-9729,6850.9
5788,5075.8,-9729,6836.2
5789,5085.6,-9729,6841.1
5790,5090.5,-9729,6850.9
5791,5075.8,-9729,6831.3
5792,5085.6,-9729,6836.2
5793,5100.3,-9729,6850.9
5794,5085.6,-9729,6836.2
5795,5085.6,-9729,6836.2
5796,5100.3,-9729,6850.9
5797,5085.6,-9729,6836.2
5798,5085.6,-9729,6836.2
5799,5100.3,-9729,6855.8
5800,5090.5,-9729,6836.2
5801,5090.5,-9729,6836.2
5802,5095.4,-9729,6846
5803,5095.4,-9729,6836.2
5804,5090.5,-9729,6836.2
5805,5105.2,-9729,6850.9
5806,5095.4,-9729,6846
5807,5090.5,-9729,6836.2
5808,5105.2,-9729,6850.9
5809,5100.3,-9729,6846
5810,5090.5,-9729,6836.2
5811,5105.2,-9729,6846
5812,5100.3,-9729,6846
5813,5095.4,-9729,6836.2
5814,5105.2,-9729,6846
5815,5110.1,-9729,6846
5816,5100.3,-9729,6836.2
5817,5105.2,-9729,6846
5818,5110.1,-9729,6846
5819,5100.3,-9729,6836.2
5820,5110.1,-9729,6841.1
5821,5114.9,-9729,6850.9
5822,5105.2,-9729,6836.2
5823,5110.1,-9729,6846
5824,5119.8,-9729,6850.9
5825,5105.2,-9729,6841.1
5826,5110.1,-9729,6841.1
5827,5119.8,-9729,6846
5828,5105.2,-9729,6836.2
5829,5105.2,-9729,6836.2
5830,5119.8,-9729,6846
5831,5110.1,-9729,6841.1
5832,5110.1,-9729,6836.2
5833,5119.8,-9729,6846
5834,5119.8,-9729,6841.1
5835,5119.8,-9729,6836.2
5836,5124.7,-9729,6846
5837,5124.7,-9729,6841.1
5838,5119.8,-9729,6836.2
5839,5129.6,-9729,6846
5840,5119.8,-9729,6841.1
5841,5119.8,-9729,6836.2
5842,5124.7,-9729,6841.1
5843,5129.6,-9729,6841.1
5844,5124.7,-9729,6836.2
5845,5129.6,-9729,6846
5846,5129.6,-9729,6846
5847,5124.7,-9729,6836.2
5848,5129.6,-9729,6841.1
5849,5134.5,-9729,6841.1
5850,5124.7,-9729,6836.2
5851,5129.6,-9729,6841.1
5852,5134.5,-9729,6841.1
5853,5129.6,-9729,6836.2
5854,5129.6,-9729,6841.1
5855,5134.5,-9729,6846
5856,5134.5,-9729,6836.2
5857,5134.5,-9729,6836.2
5858,5139.4,-9729,6841.1
5859,5134.5,-9729,6831.3
5860,5134.5,-9729,6831.3
5861,5139.4,-9729,6841.1
5862,5139.4,-9729,6836.2
5863,5134.5,-9729,6831.3
5864,5139.4,-9729,6836.2
5865,5139.4,-9729,6831.3
5866,5144.3,-9729,6831.3
5867,5144.3,-9729,6836.2
5868,5144.3,-9729,6836.2
5869,5139.4,-9729,6831.3
5870,5144.3,-9729,6831.3
5871,5149.2,-9729,6831.3
5872,5144.3,-9729,6831.3
5873,5144.3,-9729,6831.3
5874,5149.2,-9729,6836.2
5875,5144.3,-9729,6826.4
5876,5144.3,-9729,6826.4
5877,5149.2,-9729,6826.4
5878,5144.3,-9729,6826.4
5879,5144.3,-9729,6826.4
5880,5149.2,-9729,6826.4
5881,5149.2,-9729,6826.4
5882,5154.1,-9729,6821.6
5883,5154.1,-9729,6826.4
5884,5159,-9729,6826.4
5885,5159,-9729,6826.4
5886,5163.8,-9729,6826.4
5887,5163.8,-9729,6826.4
5888,5159,-9729,6821.6
5889,5163.8,-9729,6826.4
5890,5159,-9729,6821.6
5891,5159,-9729,6816.7
5892,5163.8,-9729,6811.8
5893,5159,-9729,6816.7
5894,5159,-9729,6816.7
5895,5163.8,-9729,6811.8
5896,5168.7,-9729,6811.8
5897,5163.8,-9729,6811.8
5898,5163.8,-9729,6816.7
5899,5168.7,-9729,6811.8
5900,5163.8,-9729,6811.8
5901,5163.8,-9729,6811.8
5902,5168.7,-9729,6811.8
5903,5168.7,-9729,6802
5904,5163.8,-9729,6806.9
5905,5173.6,-9729,6802
5906,5173.6,-9729,6802
5907,5173.6,-9729,6792.2
5908,5173.6,-9729,6787.3
5909,5173.6,-9729,6787.3
5910,5173.6,-9729,6772.7
5911,5173.6,-9729,6762.9
5912,5173.6,-9729,6753.1
5913,5173.6,-9729,6733.5
5914,5178.5,-9729,6723.8
5915,5178.5,-9729,6709.1
5916,5178.5,-9729,6689.5
5917,5178.5,-9729,6679.7
5918,5183.4,-9729,6665.1
5919,5178.5,-9729,6650.4
5920,5178.5,-9729,6635.7
5921,5183.4,-9729,6626
5922,5183.4,-9729,6611.3
5923,5183.4,-9729,6601.5
5924,5188.3,-9729,6591.7
5925,5188.3,-9729,6577.1
5926,5188.3,-9729,6562.4
5927,5188.3,-9729,6547.7
5928,5183.4,-9729,6528.2
5929,5183.4,-9729,6503.7
5930,5188.3,-9729,6484.1
5931,5188.3,-9729,6469.5
5932,5183.4,-9729,6449.9
5933,5188.3,-9729,6435.2
5934,5193.2,-9729,6420.6
5935,5193.2,-9729,6405.9
5936,5198.1,-9729,6391.2
5937,5198.1,-9729,6381.5
5938,5193.2,-9729,6366.8
5939,5193.2,-9729,6352.1
5940,5198.1,-9729,6347.2
5941,5198.1,-9729,6327.7
5942,5193.2,-9729,6317.9
5943,5203,-9729,6308.1
5944,5198.1,-9729,6293.4
5945,5198.1,-9729,6283.7
5946,5203,-9729,6273.9
5947,5203,-9729,6264.1
5948,5198.1,-9729,6249.4
5949,5203,-9729,6244.5
5950,5203,-9729,6229.9
5951,5203,-9729,6220.1
5952,5203,-9729,6210.3
5953,5207.9,-9729,6195.6
5954,5207.9,-9729,6190.7
5955,5207.9,-9729,6181
5956,5212.7,-9729,6171.2
5957,5207.9,-9729,6161.4
5958,5207.9,-9729,6146.7
5959,5212.7,-9729,6141.8
5960,5207.9,-9729,6132.1
5961,5212.7,-9729,6122.3
5962,5212.7,-9729,6112.5
5963,5212.7,-9729,6102.7
5964,5212.7,-9729,6092.9
5965,5212.7,-9729,6088.1
5966,5217.6,-9729,6078.3
5967,5217.6,-9729,6068.5
5968,5217.6,-9729,6058.7
5969,5222.5,-9729,6053.8
5970,5217.6,-9729,6044
5971,5222.5,-9729,6034.3
5972,5217.6,-9729,6024.5
5973,5222.5,-9729,6019.6
5974,5222.5,-9729,6014.7
5975,5227.4,-9729,6004.9
5976,5227.4,-9729,5990.3
5977,5222.5,-9729,5990.3
5978,5222.5,-9729,5975.6
5979,5222.5,-9729,5970.7
5980,5222.5,-9729,5956
5981,5222.5,-9729,5956
5982,5222.5,-9729,5946.2
5983,5222.5,-9729,5936.5
5984,5227.4,-9729,5931.6
5985,5227.4,-9729,5926.7
5986,5232.3,-9729,5916.9
5987,5232.3,-9729,5907.1
5988,5237.2,-9729,5902.2
5989,5237.2,-9729,5897.3
5990,5237.2,-9729,5887.6
5991,5232.3,-9729,5877.8
5992,5232.3,-9729,5872.9
5993,5237.2,-9729,5863.1
5994,5237.2,-9729,5858.2
5995,5232.3,-9729,5848.4
5996,5232.3,-9729,5843.6
5997,5232.3,-9729,5833.8
5998,5232.3,-9729,5824
5999,5232.3,-9729,5819.1
6000,5237.2,-9729,5809.3
6001,5232.3,-9729,5804.4
6002,5232.3,-9729,5794.7
6003,5237.2,-9729,5794.7
6004,5232.3,-9729,5784.9
6005,5232.3,-9729,5775.1
6006,5232.3,-9729,5770.2
6007,5237.2,-9729,5760.4
6008,5237.2,-9729,5755.5
6009,5237.2,-9729,5750.6
6010,5242.1,-9729,5745.8
6011,5237.2,-9729,5736
6012,5242.1,-9729,5731.1
6013,5242.1,-9729,5721.3
6014,5237.2,-9729,5716.4
6015,5237.2,-9729,5716.4
6016,5242.1,-9729,5706.6
6017,5237.2,-9729,5696.9
6018,5242.1,-9729,5692
6019,5247,-9729,5692
6020,5242.1,-9729,5677.3
6021,5242.1,-9729,5677.3
6022,5247,-9729,5672.4
6023,5242.1,-9729,5662.6
6024,5242.1,-9729,5657.7
6025,5251.9,-9729,5657.7
6026,5247,-9729,5643.1
6027,5247,-9729,5638.2
6028,5251.9,-9729,5638.2
6029,5247,-9729,5623.5
6030,5242.1,-9729,5613.7
6031,5247,-9729,5613.7
6032,5247,-9729,5608.8
6033,5247,-9729,5599.1
6034,5247,-9729,5594.2
6035,5256.8,-9729,5589.3
6036,5251.9,-9729,5579.5
6037,5251.9,-9729,5579.5
6038,5261.6,-9729,5574.6
6039,5256.8,-9729,5569.7
6040,5256.8,-9729,5559.9
6041,5261.6,-9729,5555
6042,5256.8,-9729,5545.3
6043,5256.8,-9729,5540.4
6044,5261.6,-9729,5540.4
6045,5261.6,-9729,5530.6
6046,5256.8,-9729,5520.8
6047,5261.6,-9729,5520.8
6048,5261.6,-9729,5515.9
6049,5261.6,-9729,5506.1
6050,5261.6,-9729,5501.3
6051,5266.5,-9729,5496.4
6052,5261.6,-9729,5486.6
6053,5266.5,-9729,5481.7
6054,5266.5,-9729,5481.7
6055,5261.6,-9729,5471.9
6056,5266.5,-9729,5467
6057,5271.4,-9729,5462.1
6058,5266.5,-9729,5452.4
6059,5271.4,-9729,5447.5
6060,5276.3,-9729,5447.5
6061,5271.4,-9729,5442.6
6062,5271.4,-9729,5432.8
6063,5276.3,-9729,5432.8
6064,5271.4,-9729,5423
6065,5271.4,-9729,5413.2
6066,5276.3,-9729,5413.2
6067,5276.3,-9729,5408.3
6068,5271.4,-9729,5398.6
6069,5276.3,-9729,5393.7
6070,5281.2,-9729,5388.8
6071,5276.3,-9729,5379
6072,5281.2,-9729,5379
6073,5281.2,-9729,5379
6074,5281.2,-9729,5364.3
6075,5281.2,-9729,5364.3
6076,5286.1,-9729,5364.3
6077,5286.1,-9729,5349.7
6078,5281.2,-9729,5344.8
6079,5286.1,-9729,5344.8
6080,5281.2,-9729,5335
6081,5281.2,-9729,5325.2
6082,5286.1,-9729,5325.2
6083,5286.1,-9729,5315.4
6084,5281.2,-9729,5310.5
6085,5291,-9729,5315.4
6086,5291,-9729,5310.5
6087,5291,-9729,5295.9
6088,5295.9,-9729,5295.9
6089,5300.8,-9729,5291
6090,5291,-9729,5281.2
6091,5300.8,-9729,5281.2
6092,5295.9,-9729,5281.2
6093,5291,-9729,5266.5
6094,5291,-9729,5261.6
6095,5300.8,-9729,5261.6
6096,5300.8,-9729,5251.9
6097,5300.8,-9729,5247
6098,5305.7,-9729,5247
6099,5300.8,-9729,5237.2
6100,5300.8,-9729,5232.3
6101,5305.7,-9729,5232.3
6102,5305.7,-9729,5222.5
6103,5300.8,-9729,5212.7
6104,5310.5,-9729,5217.6
6105,5305.7,-9729,5207.9
6106,5300.8,-9729,5198.1
6107,5310.5,-9729,5198.1
6108,5310.5,-9729,5193.2
6109,5305.7,-9729,5188.3
6110,5310.5,-9729,5188.3
6111,5315.4,-9729,5183.4
6112,5310.5,-9729,5173.6
6113,5310.5,-9729,5168.7
6114,5315.4,-9729,5168.7
6115,5310.5,-9729,5154.1
6116,5315.4,-9729,5149.2
6117,5315.4,-9729,5149.2
6118,5315.4,-9729,5139.4
6119,5315.4,-9729,5129.6
6120,5320.3,-9729,5134.5
6121,5315.4,-9729,5124.7
6122,5315.4,-9729,5119.8
6123,5325.2,-9729,5114.9
6124,5320.3,-9729,5114.9
6125,5315.4,-9729,5100.3
6126,5325.2,-9729,5105.2
6127,5325.2,-9729,5100.3
6128,5320.3,-9729,5085.6
6129,5325.2,-9729,5085.6
6130,5330.1,-9729,5085.6
6131,5320.3,-9729,5070.9
6132,5320.3,-9729,5066
6133,5330.1,-9729,5070.9
6134,5325.2,-9729,5056.3
6135,5325.2,-9729,5051.4
6136,5335,-9729,5051.4
6137,5330.1,-9729,5041.6
6138,5330.1,-9729,5036.7
6139,5344.8,-9729,5046.5
6140,5335,-9729,5031.8
6141,5335,-9729,5026.9
6142,5339.9,-9729,5022
6143,5335,-9729,5012.3
6144,5335,-9729,5002.5
6145,5339.9,-9729,5007.4
6146,5339.9,-9729,5002.5
6147,5335,-9729,4987.8
6148,5344.8,-9729,4992.7
6149,5344.8,-9729,4987.8
6150,5335,-9729,4978
6151,5344.8,-9729,4978
6152,5349.7,-9729,4973.1
6153,5339.9,-9729,4963.4
6154,5344.8,-9729,4953.6
6155,5349.7,-9729,4958.5
6156,5344.8,-9729,4943.8
6157,5344.8,-9729,4938.9
6158,5354.6,-9729,4943.8
6159,5349.7,-9729,4929.1
6160,5349.7,-9729,4924.2
6161,5354.6,-9729,4929.1
6162,5354.6,-9729,4919.3
6163,5349.7,-9729,4909.6
6164,5354.6,-9729,4909.6
6165,5354.6,-9729,4904.7
6166,5349.7,-9729,4894.9
6167,5354.6,-9729,4894.9
6168,5359.4,-9729,4890
6169,5354.6,-9729,4875.3
6170,5359.4,-9729,4880.2
6171,5364.3,-9729,4875.3
6172,5359.4,-9729,4865.6
6173,5359.4,-9729,4860.7
6174,5369.2,-9729,4860.7
6175,5359.4,-9729,4850.9
6176,5364.3,-9729,4850.9
6177,5369.2,-9729,4846
6178,5364.3,-9729,4836.2
6179,5364.3,-9729,4831.3
6180,5369.2,-9729,4831.3
6181,5359.4,-9729,4816.7
6182,5364.3,-9729,4811.8
6183,5369.2,-9729,4816.7
6184,5369.2,-9729,4806.9
6185,5359.4,-9729,4797.1
6186,5369.2,-9729,4797.1
6187,5374.1,-9729,4797.1
6188,5374.1,-9729,4782.4
6189,5379,-9729,4782.4
6190,5383.9,-9729,4782.4
6191,5374.1,-9729,4767.8
6192,5379,-9729,4762.9
6193,5383.9,-9729,4762.9
6194,5379,-9729,4748.2
6195,5379,-9729,4748.2
6196,5383.9,-9729,4748.2
6197,5383.9,-9729,4733.5
6198,5379,-9729,4728.6
6199,5393.7,-9729,4728.6
6200,5383.9,-9729,4714
6201,5383.9,-9729,4709.1
6202,5388.8,-9729,4709.1
6203,5383.9,-9729,4699.3
6204,5383.9,-9729,4694.4
6205,5388.8,-9729,4694.4
6206,5388.8,-9729,4689.5
6207,5383.9,-9729,4674.8
6208,5393.7,-9729,4674.8
6209,5393.7,-9729,4670
6210,5388.8,-9729,4660.2
6211,5393.7,-9729,4655.3
6212,5398.6,-9729,4655.3
6213,5393.7,-9729,4640.6
6214,5393.7,-9729,4635.7
6215,5403.5,-9729,4640.6
6216,5398.6,-9729,4625.9
6217,5393.7,-9729,4621.1
6218,5408.3,-9729,4621.1
6219,5393.7,-9729,4606.4
6220,5393.7,-9729,4606.4
6221,5408.3,-9729,4601.5
6222,5403.5,-9729,4601.5
6223,5398.6,-9729,4586.8
6224,5403.5,-9729,4586.8
6225,5403.5,-9729,4581.9
6226,5403.5,-9729,4572.2
6227,5408.3,-9729,4572.2
6228,5413.2,-9729,4572.2
6229,5403.5,-9729,4552.6
6230,5408.3,-9729,4557.5
6231,5413.2,-9729,4557.5
6232,5398.6,-9729,4542.8
6233,5408.3,-9729,4537.9
6234,5418.1,-9729,4542.8
6235,5408.3,-9729,4528.1
6236,5408.3,-9729,4528.1
6237,5418.1,-9729,4533
6238,5418.1,-9729,4523.3
6239,5413.2,-9729,4518.4
6240,5423,-9729,4518.4
6241,5418.1,-9729,4508.6
6242,5418.1,-9729,4503.7
6243,5423,-9729,4503.7
6244,5423,-9729,4498.8
6245,5413.2,-9729,4489
6246,5427.9,-9729,4493.9
6247,5427.9,-9729,4489
6248,5423,-9729,4479.2
6249,5427.9,-9729,4484.1
6250,5427.9,-9729,4484.1
6251,5423,-9729,4474.4
6252,5427.9,-9729,4469.5
6253,5432.8,-9729,4474.4
6254,5427.9,-9729,4469.5
6255,5427.9,-9729,4464.6
6256,5437.7,-9729,4469.5
6257,5427.9,-9729,4459.7
6258,5427.9,-9729,4454.8
6259,5437.7,-9729,4464.6
6260,5432.8,-9729,4454.8
6261,5432.8,-9729,4449.9
6262,5437.7,-9729,4454.8
6263,5437.7,-9729,4449.9
6264,5432.8,-9729,4445
6265,5442.6,-9729,4449.9
6266,5442.6,-9729,4445
6267,5432.8,-9729,4440.1
6268,5442.6,-9729,4445
6269,5442.6,-9729,4445
6270,5437.7,-9729,4435.2
6271,5447.5,-9729,4440.1
6272,5447.5,-9729,4445
6273,5442.6,-9729,4435.2
6274,5442.6,-9729,4435.2
6275,5452.4,-9729,4440.1
6276,5442.6,-9729,4435.2
6277,5442.6,-9729,4435.2
6278,5452.4,-9729,4440.1
6279,5447.5,-9729,4435.2
6280,5447.5,-9729,4425.5
6281,5452.4,-9729,4435.2
6282,5447.5,-9729,4430.3
6283,5442.6,-9729,4425.5
6284,5452.4,-9729,4425.5
6285,5452.4,-9729,4430.3
6286,5447.5,-9729,4420.6
6287,5452.4,-9729,4425.5
6288,5457.2,-9729,4430.3
6289,5457.2,-9729,4420.6
6290,5462.1,-9729,4425.5
6291,5462.1,-9729,4430.3
6292,5462.1,-9729,4420.6
6293,5462.1,-9729,4425.5
6294,5467,-9729,4430.3
6295,5457.2,-9729,4420.6
6296,5462.1,-9729,4420.6
6297,5471.9,-9729,4430.3
6298,5462.1,-9729,4420.6
6299,5462.1,-9729,4415.7
6300,5471.9,-9729,4420.6
6301,5467,-9729,4420.6
6302,5462.1,-9729,4410.8
6303,5471.9,-9729,4420.6
6304,5467,-9729,4415.7
6305,5462.1,-9729,4410.8
6306,5471.9,-9729,4415.7
6307,5476.8,-9729,4420.6
6308,5467,-9729,4410.8
6309,5476.8,-9729,4420.6
6310,5476.8,-9729,4420.6
6311,5471.9,-9729,4410.8
6312,5476.8,-9729,4415.7
6313,5481.7,-9729,4415.7
6314,5476.8,-9729,4410.8
6315,5476.8,-9729,4410.8
6316,5481.7,-9729,4415.7
6317,5476.8,-9729,4405.9
6318,5476.8,-9729,4405.9
6319,5486.6,-9729,4415.7
6320,5486.6,-9729,4410.8
6321,5476.8,-9729,4405.9
6322,5486.6,-9729,4415.7
6323,5486.6,-9729,4410.8
6324,5481.7,-9729,4405.9
6325,5486.6,-9729,4410.8
6326,5491.5,-9729,4415.7
6327,5481.7,-9729,4405.9
6328,5491.5,-9729,4410.8
6329,5496.4,-9729,4420.6
6330,5486.6,-9729,4405.9
6331,5486.6,-9729,4405.9
6332,5496.4,-9729,4410.8
6333,5486.6,-9729,4405.9
6334,5486.6,-9729,4401
6335,5501.3,-9729,4410.8
6336,5491.5,-9729,4405.9
6337,5486.6,-9729,4405.9
6338,5501.3,-9729,4410.8
6339,5496.4,-9729,4405.9
6340,5496.4,-9729,4401
6341,5506.1,-9729,4410.8
6342,5506.1,-9729,4410.8
6343,5501.3,-9729,4401
6344,5506.1,-9729,4410.8
6345,5506.1,-9729,4410.8
6346,5496.4,-9729,4396.1
6347,5501.3,-9729,4405.9
6348,5511,-9729,4410.8
6349,5506.1,-9729,4401
6350,5506.1,-9729,4405.9
6351,5520.8,-9729,4410.8
6352,5511,-9729,4401
6353,5506.1,-9729,4401
6354,5515.9,-9729,4410.8
6355,5511,-9729,4401
6356,5506.1,-9729,4396.1
6357,5520.8,-9729,4405.9
6358,5520.8,-9729,4405.9
6359,5506.1,-9729,4396.1
6360,5515.9,-9729,4405.9
6361,5520.8,-9729,4410.8
6362,5515.9,-9729,4396.1
6363,5520.8,-9729,4405.9
6364,5525.7,-9729,4410.8
6365,5515.9,-9729,4401
6366,5520.8,-9729,4401
6367,5525.7,-9729,4410.8
6368,5520.8,-9729,4401
6369,5515.9,-9729,4401
6370,5525.7,-9729,4410.8
6371,5520.8,-9729,4401
6372,5520.8,-9729,4396.1
6373,5535.5,-9729,4405.9
6374,5530.6,-9729,4405.9
6375,5520.8,-9729,4396.1
6376,5535.5,-9729,4405.9
6377,5530.6,-9729,4405.9
6378,5525.7,-9729,4396.1
6379,5535.5,-9729,4410.8
6380,5540.4,-9729,4405.9
6381,5525.7,-9729,4396.1
6382,5535.5,-9729,4401
6383,5540.4,-9729,4410.8
6384,5525.7,-9729,4396.1
6385,5535.5,-9729,4396.1
6386,5545.3,-9729,4410.8
6387,5535.5,-9729,4396.1
6388,5530.6,-9729,4396.1
6389,5550.2,-9729,4405.9
6390,5545.3,-9729,4401
6391,5535.5,-9729,4396.1
6392,5550.2,-9729,4405.9
6393,5550.2,-9729,4405.9
6394,5540.4,-9729,4396.1
6395,5550.2,-9729,4405.9
6396,5550.2,-9729,4410.8
6397,5535.5,-9729,4396.1
6398,5550.2,-9729,4401
6399,5559.9,-9729,4410.8
6400,5545.3,-9729,4396.1
6401,5550.2,-9729,4396.1
6402,5564.8,-9729,4410.8
6403,5545.3,-9729,4396.1
6404,5545.3,-9729,4396.1
6405,5559.9,-9729,4410.8
6406,5555,-9729,4401
6407,5545.3,-9729,4396.1
6408,5559.9,-9729,4405.9
6409,5559.9,-9729,4405.9
6410,5550.2,-9729,4396.1
6411,5564.8,-9729,4405.9
6412,5569.7,-9729,4410.8
6413,5555,-9729,4396.1
6414,5559.9,-9729,4401
6415,5569.7,-9729,4415.7
6416,5555,-9729,4396.1
6417,5559.9,-9729,4401
6418,5574.6,-9729,4415.7
6419,5559.9,-9729,4401
6420,5559.9,-9729,4401
6421,5574.6,-9729,4415.7
6422,5564.8,-9729,4405.9
6423,5559.9,-9729,4396.1
6424,5574.6,-9729,4410.8
6425,5574.6,-9729,4410.8
6426,5564.8,-9729,4396.1
6427,5574.6,-9729,4405.9
6428,5579.5,-9729,4410.8
6429,5564.8,-9729,4396.1
6430,5574.6,-9729,4401
6431,5589.3,-9729,4415.7
6432,5569.7,-9729,4396.1
6433,5569.7,-9729,4396.1
6434,5584.4,-9729,4410.8
6435,5569.7,-9729,4401
6436,5564.8,-9729,4396.1
6437,5589.3,-9729,4415.7
6438,5584.4,-9729,4410.8
6439,5569.7,-9729,4396.1
6440,5589.3,-9729,4410.8
6441,5594.2,-9729,4415.7
6442,5579.5,-9729,4396.1
6443,5584.4,-9729,4405.9
6444,5599.1,-9729,4415.7
6445,5579.5,-9729,4396.1
6446,5584.4,-9729,4405.9
6447,5599.1,-9729,4420.6
6448,5589.3,-9729,4405.9
6449,5579.5,-9729,4401
6450,5603.9,-9729,4420.6
6451,5599.1,-9729,4410.8
6452,5584.4,-9729,4401
6453,5603.9,-9729,4415.7
6454,5599.1,-9729,4410.8
6455,5579.5,-9729,4391.2
6456,5594.2,-9729,4410.8
6457,5608.8,-9729,4420.6
6458,5589.3,-9729,4401
6459,5599.1,-9729,4405.9
6460,5613.7,-9729,4420.6
6461,5594.2,-9729,4405.9
6462,5589.3,-9729,4405.9
6463,5613.7,-9729,4420.6
6464,5603.9,-9729,4410.8
6465,5589.3,-9729,4396.1
6466,5613.7,-9729,4420.6
6467,5608.8,-9729,4415.7
6468,5594.2,-9729,4396.1
6469,5613.7,-9729,4410.8
6470,5613.7,-9729,4415.7
6471,5594.2,-9729,4401
6472,5608.8,-9729,4410.8
6473,5623.5,-9729,4425.5
6474,5599.1,-9729,4405.9
6475,5603.9,-9729,4405.9
6476,5628.4,-9729,4430.3
6477,5613.7,-9729,4410.8
6478,5603.9,-9729,4401
6479,5628.4,-9729,4425.5
6480,5618.6,-9729,4415.7
6481,5603.9,-9729,4401
6482,5623.5,-9729,4420.6
6483,5628.4,-9729,4420.6
6484,5599.1,-9729,4396.1
6485,5613.7,-9729,4410.8
6486,5633.3,-9729,4425.5
6487,5608.8,-9729,4405.9
6488,5613.7,-9729,4405.9
6489,5638.2,-9729,4430.3
6490,5618.6,-9729,4405.9
6491,5618.6,-9729,4405.9
6492,5648,-9729,4430.3
6493,5628.4,-9729,4415.7
6494,5618.6,-9729,4401
6495,5643.1,-9729,4430.3
6496,5633.3,-9729,4420.6
6497,5613.7,-9729,4401
6498,5633.3,-9729,4420.6
6499,5643.1,-9729,4425.5
6500,5618.6,-9729,4401
6501,5633.3,-9729,4420.6
6502,5652.8,-9729,4435.2
6503,5628.4,-9729,4410.8
6504,5623.5,-9729,4410.8
6505,5657.7,-9729,4435.2
6506,5633.3,-9729,4420.6
6507,5623.5,-9729,4405.9
6508,5652.8,-9729,4435.2
6509,5643.1,-9729,4425.5
6510,5623.5,-9729,4401
6511,5652.8,-9729,4430.3
6512,5652.8,-9729,4430.3
6513,5623.5,-9729,4401
6514,5643.1,-9729,4425.5
6515,5662.6,-9729,4435.2
6516,5633.3,-9729,4410.8
6517,5643.1,-9729,4420.6
6518,5667.5,-9729,4440.1
6519,5638.2,-9729,4415.7
6520,5638.2,-9729,4415.7
6521,5667.5,-9729,4440.1
6522,5643.1,-9729,4420.6
6523,5633.3,-9729,4410.8
6524,5667.5,-9729,4435.2
6525,5657.7,-9729,4430.3
6526,5628.4,-9729,4405.9
6527,5657.7,-9729,4430.3
6528,5667.5,-9729,4435.2
6529,5638.2,-9729,4410.8
6530,5657.7,-9729,4425.5
6531,5677.3,-9729,4449.9
6532,5648,-9729,4420.6
6533,5652.8,-9729,4420.6
6534,5677.3,-9729,4445
6535,5652.8,-9729,4425.5
6536,5643.1,-9729,4410.8
6537,5672.4,-9729,4440.1
6538,5662.6,-9729,4435.2
6539,5643.1,-9729,4410.8
6540,5672.4,-9729,4440.1
6541,5672.4,-9729,4440.1
6542,5648,-9729,4415.7
6543,5672.4,-9729,4435.2
6544,5687.1,-9729,4449.9
6545,5662.6,-9729,4420.6
