time,Ch1,Ch2,Ch3
2915,3515.9,-8018.8,3393.7
2916,3515.9,-8023.6,3393.7
2917,3511,-8037.8,3383.9
2918,3525.7,-8028.3,3393.7
2919,3520.8,-8033.1,3398.6
2920,3515.9,-8047.3,3388.8
2921,3530.6,-8042.6,3403.4
2922,3530.6,-8047.3,3403.4
2923,3520.8,-8061.6,3393.7
2924,3535.5,-8056.8,3408.3
2925,3530.6,-8061.6,3408.3
2926,3525.7,-8075.9,3398.6
2927,3540.4,-8066.3,3413.2
2928,3535.5,-8075.9,3413.2
2929,3535.5,-8090.1,3403.4
2930,3545.3,-8080.6,3418.1
2931,3540.4,-8085.4,3413.2
2932,3535.5,-8099.6,3413.2
2933,3545.3,-8094.9,3423
2934,3545.3,-8099.6,3423
2935,3535.5,-8113.9,3418.1
2936,3550.1,-8109.1,3427.9
2937,3550.1,-8113.9,3427.9
2938,3545.3,-8128.1,3418.1
2939,3564.8,-8118.6,3427.9
2940,3555,-8128.1,3432.8
2941,3550.1,-8142.4,3427.9
2942,3564.8,-8128.1,3437.7
2943,3559.9,-8142.4,3437.7
2944,3555,-8151.9,3427.9
2945,3569.7,-8147.1,3437.7
2946,3569.7,-8151.9,3442.6
2947,3559.9,-8166.1,3437.7
2948,3574.6,-8156.6,3447.5
2949,3579.5,-8166.1,3452.3
2950,3564.8,-8175.6,3442.6
2951,3574.6,-8170.9,3452.3
2952,3579.5,-8180.4,3452.3
2953,3564.8,-8189.9,3442.6
2954,3579.5,-8189.9,3457.2
2955,3579.5,-8189.9,3452.3
2956,3574.6,-8204.1,3447.5
2957,3589.3,-8199.4,3462.1
2958,3589.3,-8199.4,3462.1
2959,3579.5,-8218.4,3452.3
2960,3594.2,-8208.9,3467
2961,3599,-8213.6,3471.9
2962,3589.3,-8227.9,3462.1
2963,3599,-8223.1,3471.9
2964,3603.9,-8227.9,3476.8
2965,3594.2,-8242.1,3467
2966,3599,-8237.4,3471.9
2967,3608.8,-8242.1,3476.8
2968,3599,-8256.4,3471.9
2969,3608.8,-8251.6,3481.7
2970,3608.8,-8256.4,3486.6
2971,3603.9,-8265.9,3476.8
2972,3608.8,-8265.9,3486.6
2973,3613.7,-8265.9,3486.6
2974,3603.9,-8280.1,3481.7
2975,3613.7,-8275.4,3491.5
2976,3618.6,-8280.1,3491.5
2977,3613.7,-8289.6,3491.5
2978,3618.6,-8289.6,3491.5
2979,3623.5,-8294.4,3496.4
2980,3618.6,-8308.6,3496.4
2981,3628.4,-8303.9,3501.2
2982,3628.4,-8303.9,3501.2
2983,3623.5,-8313.4,3496.4
2984,3628.4,-8313.4,3506.1
2985,3633.3,-8318.1,3506.1
2986,3628.4,-8332.4,3506.1
2987,3638.2,-8327.6,3511
2988,3638.2,-8332.4,3511
2989,3638.2,-8341.9,3511
2990,3638.2,-8341.9,3515.9
2991,3647.9,-8341.9,3515.9
2992,3638.2,-8356.1,3511
2993,3647.9,-8356.1,3520.8
2994,3647.9,-8356.1,3520.8
2995,3643.1,-8365.6,3520.8
2996,3652.8,-8365.6,3525.7
2997,3652.8,-8370.4,3525.7
2998,3652.8,-8379.9,3525.7
2999,3662.6,-8375.1,3535.5
3000,3657.7,-8384.6,3535.5
3001,3647.9,-8394.1,3530.6
3002,3657.7,-8394.1,3535.5
3003,3657.7,-8398.9,3535.5
3004,3657.7,-8408.4,3530.6
3005,3667.5,-8403.6,3540.4
3006,3662.6,-8413.1,3545.3
3007,3662.6,-8422.6,3535.5
3008,3672.4,-8413.1,3550.1
3009,3677.3,-8422.6,3545.3
3010,3672.4,-8436.9,3545.3
3011,3687.1,-8427.4,3555
3012,3682.2,-8436.9,3550.1
3013,3672.4,-8451.1,3550.1
3014,3692,-8441.6,3559.9
3015,3682.2,-8451.1,3559.9
3016,3672.4,-8465.4,3550.1
3017,3692,-8451.1,3564.8
3018,3692,-8465.4,3564.8
3019,3682.2,-8474.9,3555
3020,3701.7,-8460.6,3574.6
3021,3692,-8474.9,3564.8
3022,3687.1,-8489.1,3559.9
3023,3706.6,-8474.9,3574.6
3024,3696.8,-8489.1,3569.7
3025,3692,-8503.4,3564.8
3026,3711.5,-8484.4,3584.4
3027,3701.7,-8503.4,3574.6
3028,3696.8,-8512.9,3569.7
3029,3716.4,-8498.6,3589.3
3030,3706.6,-8512.9,3579.5
3031,3696.8,-8527.1,3574.6
3032,3726.2,-8512.9,3594.2
3033,3711.5,-8527.1,3584.4
3034,3701.7,-8541.4,3584.4
3035,3726.2,-8522.4,3599
3036,3716.4,-8541.4,3589.3
3037,3711.5,-8555.7,3584.4
3038,3731.1,-8536.6,3603.9
3039,3721.3,-8550.9,3599
3040,3711.5,-8569.9,3589.3
3041,3740.9,-8546.1,3608.8
3042,3726.2,-8565.2,3599
3043,3716.4,-8584.2,3589.3
3044,3745.7,-8560.4,3613.7
3045,3731.1,-8579.4,3603.9
3046,3721.3,-8593.7,3594.2
3047,3750.6,-8569.9,3618.6
3048,3740.9,-8588.9,3613.7
3049,3726.2,-8607.9,3599
3050,3755.5,-8584.2,3628.4
3051,3740.9,-8603.2,3613.7
3052,3726.2,-8626.9,3603.9
3053,3755.5,-8598.4,3628.4
3054,3745.7,-8617.4,3618.6
3055,3731.1,-8641.2,3608.8
3056,3760.4,-8612.7,3633.3
3057,3750.6,-8626.9,3628.4
3058,3736,-8650.7,3608.8
3059,3775.1,-8622.2,3643.1
3060,3760.4,-8641.2,3633.3
3061,3745.7,-8664.9,3613.7
3062,3784.9,-8631.7,3652.8
3063,3770.2,-8650.7,3633.3
3064,3750.6,-8674.4,3618.6
3065,3784.9,-8645.9,3652.8
3066,3770.2,-8660.2,3643.1
3067,3750.6,-8688.7,3623.5
3068,3789.8,-8660.2,3657.7
3069,3775.1,-8674.4,3647.9
3070,3760.4,-8702.9,3628.4
3071,3794.6,-8669.7,3662.6
3072,3784.9,-8688.7,3652.8
3073,3760.4,-8717.2,3633.3
3074,3794.6,-8683.9,3667.5
3075,3784.9,-8698.2,3662.6
3076,3765.3,-8731.4,3638.2
3077,3804.4,-8698.2,3672.4
3078,3794.6,-8712.4,3662.6
3079,3770.2,-8740.9,3643.1
3080,3809.3,-8712.4,3677.3
3081,3799.5,-8726.7,3667.5
3082,3780,-8755.2,3647.9
3083,3814.2,-8726.7,3682.2
3084,3804.4,-8736.2,3677.3
3085,3780,-8764.7,3652.8
3086,3819.1,-8740.9,3682.2
3087,3814.2,-8745.7,3682.2
3088,3784.9,-8778.9,3657.7
3089,3819.1,-8750.4,3692
3090,3819.1,-8759.9,3687.1
3091,3794.6,-8797.9,3662.6
3092,3828.9,-8764.7,3692
3093,3824,-8769.4,3692
3094,3799.5,-8807.4,3672.4
3095,3828.9,-8778.9,3696.8
3096,3828.9,-8783.7,3696.8
3097,3804.4,-8816.9,3677.3
3098,3838.7,-8793.2,3701.7
3099,3838.7,-8793.2,3701.7
3100,3814.2,-8826.4,3682.2
3101,3838.7,-8812.2,3706.6
3102,3838.7,-8807.4,3711.5
3103,3814.2,-8845.4,3687.1
3104,3833.8,-8826.4,3706.6
3105,3843.5,-8821.7,3711.5
3106,3819.1,-8854.9,3692
3107,3843.5,-8840.7,3711.5
3108,3853.3,-8835.9,3721.3
3109,3828.9,-8864.4,3696.8
3110,3853.3,-8845.4,3721.3
3111,3858.2,-8850.2,3726.2
3112,3838.7,-8873.9,3706.6
3113,3863.1,-8859.7,3726.2
3114,3863.1,-8859.7,3731.1
3115,3843.5,-8888.2,3706.6
3116,3863.1,-8878.7,3731.1
3117,3868,-8873.9,3731.1
3118,3848.4,-8897.7,3716.4
3119,3868,-8888.2,3731.1
3120,3872.9,-8883.4,3740.9
3121,3853.3,-8907.2,3721.3
3122,3872.9,-8897.7,3740.9
3123,3877.8,-8892.9,3745.7
3124,3863.1,-8921.4,3731.1
3125,3877.8,-8911.9,3745.7
3126,3877.8,-8911.9,3745.7
3127,3863.1,-8935.7,3731.1
3128,3877.8,-8921.4,3745.7
3129,3887.6,-8926.2,3750.6
3130,3872.9,-8945.2,3736
3131,3887.6,-8935.7,3750.6
3132,3892.4,-8935.7,3760.4
3133,3877.8,-8959.4,3740.9
3134,3892.4,-8945.2,3755.5
3135,3897.3,-8949.9,3760.4
3136,3882.7,-8968.9,3750.6
3137,3897.3,-8959.4,3765.3
3138,3902.2,-8959.4,3765.3
3139,3892.4,-8978.4,3755.5
3140,3902.2,-8973.7,3765.3
3141,3907.1,-8973.7,3775.1
3142,3892.4,-8987.9,3760.4
3143,3902.2,-8987.9,3770.2
3144,3912,-8987.9,3780
3145,3902.2,-9002.2,3770.2
3146,3907.1,-9002.2,3775.1
3147,3916.9,-8997.4,3780
3148,3902.2,-9016.4,3775.1
3149,3912,-9011.7,3780
3150,3921.8,-9011.7,3784.9
3151,3912,-9026,3780
3152,3916.9,-9026,3780
3153,3921.8,-9026,3789.8
3154,3916.9,-9040.2,3784.9
3155,3916.9,-9040.2,3784.9
3156,3926.7,-9040.2,3794.6
3157,3921.8,-9054.5,3789.8
3158,3926.7,-9054.5,3789.8
3159,3936.5,-9049.7,3799.5
3160,3931.6,-9064,3794.6
3161,3931.6,-9064,3799.5
3162,3941.3,-9064,3809.3
3163,3941.3,-9073.5,3804.4
3164,3941.3,-9078.2,3804.4
3165,3941.3,-9078.2,3809.3
3166,3946.2,-9083,3809.3
3167,3941.3,-9087.7,3809.3
3168,3946.2,-9092.5,3809.3
3169,3946.2,-9097.2,3814.2
3170,3951.1,-9106.7,3814.2
3171,3956,-9102,3814.2
3172,3956,-9106.7,3819.1
3173,3951.1,-9116.2,3819.1
3174,3956,-9116.2,3819.1
3175,3956,-9121,3824
3176,3956,-9130.5,3824
3177,3960.9,-9125.7,3828.9
3178,3960.9,-9130.5,3828.9
3179,3965.8,-9140,3828.9
3180,3965.8,-9144.7,3833.8
3181,3965.8,-9149.5,3838.7
3182,3970.7,-9154.2,3838.7
3183,3970.7,-9159,3833.8
3184,3970.7,-9154.2,3838.7
3185,3970.7,-9163.7,3838.7
3186,3975.6,-9168.5,3843.5
3187,3975.6,-9173.2,3843.5
3188,3980.5,-9178,3848.4
3189,3980.5,-9182.7,3848.4
3190,3985.4,-9187.5,3848.4
3191,3985.4,-9187.5,3848.4
3192,3985.4,-9197,3848.4
3193,3990.2,-9197,3853.3
3194,3990.2,-9201.7,3853.3
3195,3990.2,-9206.5,3858.2
3196,3995.1,-9211.2,3858.2
3197,3990.2,-9216,3858.2
3198,3995.1,-9220.7,3863.1
3199,4000,-9220.7,3863.1
3200,4000,-9225.5,3868
3201,4000,-9230.2,3868
3202,4004.9,-9235,3868
3203,4000,-9239.7,3868
3204,4000,-9249.2,3868
3205,4000,-9254,3868
3206,4004.9,-9258.7,3868
3207,4004.9,-9258.7,3872.9
3208,4009.8,-9263.5,3877.8
3209,4009.8,-9263.5,3877.8
3210,4014.7,-9273,3877.8
3211,4019.6,-9273,3887.6
3212,4024.5,-9277.7,3882.7
3213,4024.5,-9282.5,3882.7
3214,4029.4,-9287.2,3892.4
3215,4024.5,-9292,3887.6
3216,4029.4,-9296.7,3887.6
3217,4029.4,-9296.7,3897.3
3218,4029.4,-9306.2,3892.4
3219,4034.3,-9306.2,3897.3
3220,4034.3,-9311,3897.3
3221,4034.3,-9315.7,3897.3
3222,4034.3,-9320.5,3897.3
3223,4044,-9320.5,3907.1
3224,4034.3,-9330,3902.2
3225,4039.1,-9334.7,3907.1
3226,4044,-9334.7,3912
3227,4044,-9344.2,3902.2
3228,4044,-9349,3912
3229,4048.9,-9344.2,3912
3230,4048.9,-9353.7,3912
3231,4053.8,-9358.5,3912
3232,4058.7,-9358.5,3921.8
3233,4053.8,-9372.7,3916.9
3234,4053.8,-9372.7,3916.9
3235,4058.7,-9372.7,3921.8
3236,4058.7,-9382.2,3921.8
3237,4058.7,-9387,3921.8
3238,4068.5,-9382.2,3926.7
3239,4063.6,-9391.7,3926.7
3240,4063.6,-9401.2,3926.7
3241,4073.4,-9396.5,3931.6
3242,4068.5,-9406,3931.6
3243,4068.5,-9406,3931.6
3244,4078.3,-9410.7,3936.5
3245,4068.5,-9420.2,3931.6
3246,4073.4,-9425,3936.5
3247,4078.3,-9420.2,3941.3
3248,4078.3,-9425,3941.3
3249,4078.3,-9434.5,3941.3
3250,4088,-9434.5,3946.2
3251,4083.2,-9439.2,3951.1
3252,4088,-9444,3951.1
3253,4088,-9448.7,3951.1
3254,4083.2,-9453.5,3946.2
3255,4083.2,-9458.2,3951.1
3256,4088,-9463,3956
3257,4092.9,-9467.7,3956
3258,4092.9,-9472.5,3956
3259,4097.8,-9472.5,3960.9
3260,4097.8,-9477.2,3965.8
3261,4102.7,-9482,3960.9
3262,4107.6,-9482,3970.7
3263,4107.6,-9486.7,3965.8
3264,4112.5,-9496.3,3970.7
3265,4112.5,-9496.3,3975.6
3266,4112.5,-9501,3975.6
3267,4112.5,-9510.5,3975.6
3268,4112.5,-9505.8,3975.6
3269,4117.4,-9515.3,3975.6
3270,4117.4,-9520,3980.5
3271,4117.4,-9520,3985.4
3272,4122.3,-9524.8,3980.5
3273,4122.3,-9529.5,3985.4
3274,4122.3,-9534.3,3990.2
3275,4127.2,-9539,3990.2
3276,4122.3,-9543.8,3990.2
3277,4132.1,-9548.5,3995.1
3278,4127.2,-9553.3,3990.2
3279,4127.2,-9558,3995.1
3280,4132.1,-9558,4000
3281,4136.9,-9562.8,3995.1
3282,4132.1,-9567.5,4000
3283,4136.9,-9572.3,4000
3284,4136.9,-9577,4000
3285,4141.8,-9581.8,4000
3286,4141.8,-9586.5,4009.8
3287,4141.8,-9591.3,4004.9
3288,4146.7,-9596,4004.9
3289,4146.7,-9596,4014.7
3290,4151.6,-9605.5,4009.8
3291,4151.6,-9610.3,4014.7
3292,4151.6,-9610.3,4014.7
3293,4156.5,-9615,4014.7
3294,4156.5,-9615,4014.7
3295,4161.4,-9619.8,4024.5
3296,4156.5,-9629.3,4024.5
3297,4161.4,-9629.3,4019.6
3298,4161.4,-9634,4029.4
3299,4166.3,-9638.8,4024.5
3300,4171.2,-9643.5,4029.4
3301,4166.3,-9648.3,4029.4
3302,4166.3,-9653,4034.3
3303,4171.2,-9657.8,4034.3
3304,4171.2,-9662.5,4034.3
3305,4166.3,-9672,4034.3
3306,4171.2,-9672,4039.1
3307,4171.2,-9672,4039.1
3308,4176.1,-9676.8,4039.1
3309,4176.1,-9681.5,4044
3310,4181,-9686.3,4044
3311,4185.8,-9691,4048.9
3312,4190.7,-9695.8,4053.8
3313,4195.6,-9695.8,4048.9
3314,4195.6,-9700.5,4053.8
3315,4195.6,-9705.3,4053.8
3316,4195.6,-9710,4048.9
3317,4195.6,-9710,4053.8
3318,4195.6,-9719.5,4058.7
3319,4195.6,-9724.3,4058.7
3320,4200.5,-9729,4058.7
3321,4205.4,-9729,4068.5
3322,4205.4,-9729,4063.6
3323,4205.4,-9729,4068.5
3324,4205.4,-9729,4068.5
3325,4205.4,-9729,4073.4
3326,4210.3,-9729,4073.4
3327,4210.3,-9729,4078.3
3328,4210.3,-9729,4073.4
3329,4215.2,-9729,4078.3
3330,4220.1,-9729,4083.2
3331,4215.2,-9729,4078.3
3332,4220.1,-9729,4078.3
3333,4225,-9729,4083.2
3334,4220.1,-9729,4083.2
3335,4225,-9729,4083.2
3336,4225,-9729,4088
3337,4225,-9729,4088
3338,4229.9,-9729,4088
3339,4229.9,-9729,4097.8
3340,4229.9,-9729,4092.9
3341,4234.7,-9729,4092.9
3342,4239.6,-9729,4097.8
3343,4239.6,-9729,4097.8
3344,4239.6,-9729,4102.7
3345,4239.6,-9729,4102.7
3346,4244.5,-9729,4107.6
3347,4244.5,-9729,4102.7
3348,4244.5,-9729,4107.6
3349,4244.5,-9729,4107.6
3350,4249.4,-9729,4112.5
3351,4254.3,-9729,4112.5
3352,4254.3,-9729,4117.4
3353,4254.3,-9729,4117.4
3354,4254.3,-9729,4117.4
3355,4254.3,-9729,4117.4
3356,4254.3,-9729,4112.5
3357,4254.3,-9729,4117.4
3358,4259.2,-9729,4122.3
3359,4264.1,-9729,4122.3
3360,4259.2,-9729,4127.2
3361,4269,-9729,4132.1
3362,4273.9,-9729,4132.1
3363,4273.9,-9729,4127.2
3364,4278.8,-9729,4136.9
3365,4278.8,-9729,4136.9
3366,4273.9,-9729,4136.9
3367,4278.8,-9729,4136.9
3368,4283.6,-9729,4141.8
3369,4278.8,-9729,4141.8
3370,4283.6,-9729,4141.8
3371,4288.5,-9729,4146.7
3372,4283.6,-9729,4146.7
3373,4288.5,-9729,4151.6
3374,4293.4,-9729,4151.6
3375,4288.5,-9729,4146.7
3376,4293.4,-9729,4151.6
3377,4293.4,-9729,4151.6
3378,4293.4,-9729,4151.6
3379,4298.3,-9729,4161.4
3380,4303.2,-9729,4161.4
3381,4298.3,-9729,4161.4
3382,4298.3,-9729,4161.4
3383,4308.1,-9729,4166.3
3384,4303.2,-9729,4166.3
3385,4303.2,-9729,4166.3
3386,4313,-9729,4176.1
3387,4313,-9729,4171.2
3388,4313,-9729,4171.2
3389,4317.9,-9729,4176.1
3390,4313,-9729,4176.1
3391,4317.9,-9729,4176.1
3392,4322.8,-9729,4181
3393,4322.8,-9729,4181
3394,4322.8,-9729,4181
3395,4327.7,-9729,4185.8
3396,4327.7,-9729,4185.8
3397,4322.8,-9729,4185.8
3398,4332.5,-9729,4190.7
3399,4327.7,-9729,4190.7
3400,4327.7,-9729,4190.7
3401,4337.4,-9729,4195.6
3402,4337.4,-9729,4195.6
3403,4337.4,-9729,4200.5
3404,4337.4,-9729,4200.5
3405,4337.4,-9729,4195.6
3406,4337.4,-9729,4195.6
3407,4337.4,-9729,4205.4
3408,4342.3,-9729,4205.4
3409,4342.3,-9729,4205.4
3410,4347.2,-9729,4210.3
3411,4347.2,-9729,4210.3
3412,4352.1,-9729,4210.3
3413,4357,-9729,4215.2
3414,4357,-9729,4215.2
3415,4357,-9729,4210.3
3416,4361.9,-9729,4225
3417,4361.9,-9729,4220.1
3418,4361.9,-9729,4220.1
3419,4366.8,-9729,4225
3420,4366.8,-9729,4225
3421,4366.8,-9729,4225
3422,4376.6,-9729,4229.9
3423,4371.7,-9729,4229.9
3424,4371.7,-9729,4229.9
3425,4381.4,-9729,4239.6
3426,4371.7,-9729,4234.7
3427,4376.6,-9729,4234.7
3428,4386.3,-9729,4244.5
3429,4376.6,-9729,4239.6
3430,4381.4,-9729,4239.6
3431,4386.3,-9729,4244.5
3432,4381.4,-9729,4239.6
3433,4386.3,-9729,4239.6
3434,4396.1,-9729,4254.3
3435,4391.2,-9729,4249.4
3436,4391.2,-9729,4249.4
3437,4401,-9729,4254.3
3438,4396.1,-9729,4254.3
3439,4396.1,-9729,4254.3
3440,4405.9,-9729,4264.1
3441,4401,-9729,4259.2
3442,4401,-9729,4254.3
3443,4405.9,-9729,4264.1
3444,4401,-9729,4264.1
3445,4401,-9729,4259.2
3446,4410.8,-9729,4269
3447,4410.8,-9729,4269
3448,4410.8,-9729,4269
3449,4420.6,-9729,4273.9
3450,4415.7,-9729,4273.9
3451,4415.7,-9729,4273.9
3452,4425.5,-9729,4283.6
3453,4420.6,-9729,4278.8
3454,4415.7,-9729,4273.9
3455,4425.5,-9729,4283.6
3456,4425.5,-9729,4283.6
3457,4420.6,-9729,4273.9
3458,4425.5,-9729,4288.5
3459,4430.3,-9729,4288.5
3460,4425.5,-9729,4283.6
3461,4435.2,-9729,4293.4
3462,4440.1,-9729,4293.4
3463,4435.2,-9729,4293.4
3464,4445,-9729,4298.3
3465,4449.9,-9729,4303.2
3466,4445,-9729,4298.3
3467,4449.9,-9729,4303.2
3468,4449.9,-9729,4308.1
3469,4445,-9729,4303.2
3470,4449.9,-9729,4303.2
3471,4454.8,-9729,4308.1
3472,4449.9,-9729,4308.1
3473,4459.7,-9729,4313
3474,4459.7,-9729,4313
3475,4454.8,-9729,4313
3476,4464.6,-9729,4313
3477,4464.6,-9729,4317.9
3478,4459.7,-9729,4317.9
3479,4464.6,-9729,4322.8
3480,4469.5,-9729,4327.7
3481,4464.6,-9729,4322.8
3482,4469.5,-9729,4327.7
3483,4474.4,-9729,4327.7
3484,4469.5,-9729,4327.7
3485,4474.4,-9729,4332.5
3486,4479.2,-9729,4337.4
3487,4474.4,-9729,4332.5
3488,4479.2,-9729,4332.5
3489,4484.1,-9729,4337.4
3490,4479.2,-9729,4337.4
3491,4489,-9729,4342.3
3492,4489,-9729,4342.3
3493,4489,-9729,4342.3
3494,4489,-9729,4347.2
3495,4493.9,-9729,4347.2
3496,4493.9,-9729,4347.2
3497,4493.9,-9729,4347.2
3498,4498.8,-9729,4352.1
3499,4493.9,-9729,4352.1
3500,4498.8,-9729,4357
3501,4503.7,-9729,4361.9
3502,4508.6,-9729,4357
3503,4503.7,-9729,4361.9
3504,4513.5,-9729,4366.8
3505,4503.7,-9729,4357
3506,4508.6,-9729,4361.9
3507,4508.6,-9729,4366.8
3508,4503.7,-9729,4357
3509,4508.6,-9729,4366.8
3510,4518.4,-9729,4371.7
3511,4513.5,-9729,4366.8
3512,4518.4,-9729,4376.6
3513,4528.1,-9729,4381.4
3514,4523.3,-9729,4376.6
3515,4528.1,-9729,4376.6
3516,4537.9,-9729,4386.3
3517,4528.1,-9729,4381.4
3518,4528.1,-9729,4386.3
3519,4533,-9729,4386.3
3520,4533,-9729,4386.3
3521,4533,-9729,4386.3
3522,4537.9,-9729,4391.2
3523,4537.9,-9729,4386.3
3524,4537.9,-9729,4391.2
3525,4547.7,-9729,4396.1
3526,4542.8,-9729,4396.1
3527,4542.8,-9729,4391.2
3528,4547.7,-9729,4401
3529,4547.7,-9729,4401
3530,4552.6,-9729,4401
3531,4552.6,-9729,4405.9
3532,4552.6,-9729,4405.9
3533,4552.6,-9729,4405.9
3534,4562.4,-9729,4410.8
3535,4552.6,-9729,4410.8
3536,4557.5,-9729,4410.8
3537,4567.3,-9729,4415.7
3538,4557.5,-9729,4415.7
3539,4562.4,-9729,4415.7
3540,4567.3,-9729,4420.6
3541,4562.4,-9729,4420.6
3542,4567.3,-9729,4420.6
3543,4577,-9729,4425.5
3544,4572.2,-9729,4420.6
3545,4577,-9729,4425.5
3546,4577,-9729,4430.3
3547,4577,-9729,4430.3
3548,4581.9,-9729,4430.3
3549,4586.8,-9729,4435.2
3550,4581.9,-9729,4430.3
3551,4586.8,-9729,4440.1
3552,4591.7,-9729,4440.1
3553,4586.8,-9729,4440.1
3554,4591.7,-9729,4445
3555,4591.7,-9729,4440.1
3556,4586.8,-9729,4440.1
3557,4591.7,-9729,4449.9
3558,4591.7,-9729,4445
3559,4591.7,-9729,4445
3560,4606.4,-9729,4454.8
3561,4601.5,-9729,4454.8
3562,4601.5,-9729,4454.8
3563,4606.4,-9729,4459.7
3564,4611.3,-9729,4459.7
3565,4611.3,-9729,4459.7
3566,4621.1,-9729,4469.5
3567,4616.2,-9729,4464.6
3568,4616.2,-9729,4464.6
3569,4621.1,-9729,4469.5
3570,4616.2,-9729,4464.6
3571,4616.2,-9729,4469.5
3572,4630.8,-9729,4474.4
3573,4625.9,-9729,4474.4
3574,4625.9,-9729,4469.5
3575,4630.8,-9729,4484.1
3576,4630.8,-9729,4479.2
3577,4625.9,-9729,4474.4
3578,4640.6,-9729,4484.1
3579,4630.8,-9729,4484.1
3580,4630.8,-9729,4484.1
3581,4640.6,-9729,4489
3582,4635.7,-9729,4489
3583,4635.7,-9729,4484.1
3584,4650.4,-9729,4498.8
3585,4645.5,-9729,4493.9
3586,4640.6,-9729,4489
3587,4655.3,-9729,4498.8
3588,4645.5,-9729,4498.8
3589,4650.4,-9729,4498.8
3590,4660.2,-9729,4508.6
3591,4650.4,-9729,4503.7
3592,4650.4,-9729,4498.8
3593,4665.1,-9729,4513.5
3594,4655.3,-9729,4508.6
3595,4655.3,-9729,4508.6
3596,4670,-9729,4513.5
3597,4665.1,-9729,4513.5
3598,4660.2,-9729,4508.6
3599,4674.8,-9729,4523.3
3600,4670,-9729,4513.5
3601,4665.1,-9729,4513.5
3602,4679.7,-9729,4528.1
3603,4674.8,-9729,4518.4
3604,4670,-9729,4518.4
3605,4684.6,-9729,4533
3606,4674.8,-9729,4528.1
3607,4670,-9729,4523.3
3608,4679.7,-9729,4537.9
3609,4674.8,-9729,4523.3
3610,4674.8,-9729,4528.1
3611,4694.4,-9729,4542.8
3612,4689.5,-9729,4533
3613,4684.6,-9729,4533
3614,4704.2,-9729,4547.7
3615,4694.4,-9729,4537.9
3616,4694.4,-9729,4537.9
3617,4709.1,-9729,4552.6
3618,4704.2,-9729,4542.8
3619,4699.3,-9729,4542.8
3620,4714,-9729,4552.6
3621,4704.2,-9729,4552.6
3622,4699.3,-9729,4547.7
3623,4718.9,-9729,4562.4
3624,4714,-9729,4557.5
3625,4709.1,-9729,4547.7
3626,4718.9,-9729,4567.3
3627,4714,-9729,4562.4
3628,4709.1,-9729,4557.5
3629,4723.7,-9729,4572.2
3630,4718.9,-9729,4567.3
3631,4714,-9729,4562.4
3632,4728.6,-9729,4572.2
3633,4723.7,-9729,4572.2
3634,4718.9,-9729,4567.3
3635,4733.5,-9729,4581.9
3636,4733.5,-9729,4581.9
3637,4723.7,-9729,4572.2
3638,4738.4,-9729,4581.9
3639,4738.4,-9729,4581.9
3640,4728.6,-9729,4572.2
3641,4743.3,-9729,4586.8
3642,4743.3,-9729,4591.7
3643,4733.5,-9729,4577
3644,4748.2,-9729,4591.7
3645,4748.2,-9729,4596.6
3646,4738.4,-9729,4581.9
3647,4748.2,-9729,4591.7
3648,4753.1,-9729,4601.5
3649,4743.3,-9729,4586.8
3650,4753.1,-9729,4601.5
3651,4762.9,-9729,4601.5
3652,4748.2,-9729,4591.7
3653,4758,-9729,4601.5
3654,4767.8,-9729,4611.3
3655,4758,-9729,4601.5
3656,4762.9,-9729,4606.4
3657,4767.8,-9729,4611.3
3658,4758,-9729,4601.5
3659,4762.9,-9729,4611.3
3660,4772.6,-9729,4621.1
3661,4762.9,-9729,4611.3
3662,4772.6,-9729,4611.3
3663,4782.4,-9729,4621.1
3664,4777.5,-9729,4616.2
3665,4777.5,-9729,4621.1
3666,4787.3,-9729,4625.9
3667,4782.4,-9729,4621.1
3668,4782.4,-9729,4625.9
3669,4792.2,-9729,4630.8
3670,4782.4,-9729,4625.9
3671,4787.3,-9729,4625.9
3672,4792.2,-9729,4635.7
3673,4787.3,-9729,4630.8
3674,4792.2,-9729,4635.7
3675,4802,-9729,4640.6
3676,4792.2,-9729,4640.6
3677,4797.1,-9729,4640.6
3678,4806.9,-9729,4645.5
3679,4802,-9729,4640.6
3680,4802,-9729,4645.5
3681,4811.8,-9729,4650.4
3682,4806.9,-9729,4650.4
3683,4811.8,-9729,4650.4
3684,4816.7,-9729,4655.3
3685,4811.8,-9729,4650.4
3686,4811.8,-9729,4655.3
3687,4821.5,-9729,4660.2
3688,4816.7,-9729,4655.3
3689,4816.7,-9729,4660.2
3690,4821.5,-9729,4665.1
3691,4821.5,-9729,4660.2
3692,4826.4,-9729,4665.1
3693,4826.4,-9729,4670
3694,4826.4,-9729,4665.1
3695,4831.3,-9729,4670
3696,4836.2,-9729,4674.8
3697,4831.3,-9729,4670
3698,4831.3,-9729,4674.8
3699,4841.1,-9729,4679.7
3700,4836.2,-9729,4674.8
3701,4841.1,-9729,4674.8
3702,4846,-9729,4679.7
3703,4846,-9729,4679.7
3704,4846,-9729,4684.6
3705,4850.9,-9729,4689.5
3706,4846,-9729,4689.5
3707,4846,-9729,4684.6
3708,4850.9,-9729,4689.5
3709,4850.9,-9729,4689.5
3710,4850.9,-9729,4689.5
3711,4855.8,-9729,4694.4
3712,4860.7,-9729,4694.4
3713,4860.7,-9729,4694.4
3714,4865.6,-9729,4704.2
3715,4865.6,-9729,4699.3
